City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
320,oistins,BB,80.69,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
321,rivera,UY,59.29,few clouds,-30.9053,-55.5508,Hotel Emirates
322,moose factory,CA,49.75,overcast clouds,51.2585,-80.6094,Moosonee Lilypad
324,samfya,ZM,79.95,broken clouds,-11.3649,29.5565,Chita Lodge Samfya
325,aksu,CN,84.94,clear sky,41.1231,80.2644,Pudong Holiday Hotel
326,along,IN,73.62,clear sky,28.1667,94.7667,Hotel West
329,marystown,CA,45.86,clear sky,47.1666,-55.1483,Marystown Hotel & Convention Centre
330,ketchikan,US,44.58,broken clouds,55.3422,-131.6461,Snow's Cove Lodge
331,nguruka,TZ,82.31,overcast clouds,-5.1092,31.0419,RUSULI LODGE
334,catumbela,AO,83.41,overcast clouds,-12.4314,13.5472,Hotel Do Kamgamba
336,leh,IN,52.25,broken clouds,34.1667,77.5833,Hotel Ladakh Greens
337,skjervoy,NO,37.4,overcast clouds,70.0311,20.9714,Skjervøy fiskecamp AS
338,yakeshi,CN,53.35,clear sky,49.2833,120.7333,Longhua Hotel
340,sungurlu,TR,59.23,broken clouds,40.1675,34.3739,Sungurlu Ogretmenevi
342,rio gallegos,AR,41.05,few clouds,-51.6226,-69.2181,Hotel Santa Cruz
343,makakilo city,US,73.72,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
344,mount gambier,AU,44.51,fog,-37.8333,140.7667,The Commodore
347,sinnamary,GF,81.28,scattered clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
348,dangriga,BZ,81.52,broken clouds,16.9692,-88.2321,Chaleanor Hotel
349,dymer,UA,71.85,overcast clouds,50.7865,30.3026,Express Hostel
351,gidole,ET,72.5,broken clouds,5.65,37.3667,Shallom mekaneyesus church
352,broome,US,51.48,clear sky,42.2506,-75.833,Chenango Valley State Park
353,sept-iles,CA,39.76,overcast clouds,50.2001,-66.3821,Comfort Inn
354,ahuimanu,US,74.91,broken clouds,21.4447,-157.8378,Paradise Bay Resort
355,cartagena del chaira,CO,73.44,broken clouds,1.3349,-74.8429,HOTEL LA ROCA
356,manacapuru,BR,78.37,overcast clouds,-3.2997,-60.6206,Novo Hotel
357,manzhouli,CN,56.35,clear sky,49.6,117.4333,Angala International Youth Hostel
358,maragogi,BR,81.27,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
359,craig,US,44.22,broken clouds,40.5153,-107.5464,"Candlewood Suites Craig-Northwest, an IHG Hotel"
360,taonan,CN,61.57,clear sky,45.3333,122.7833,Makro Hotel
361,paita,PE,66.94,scattered clouds,-5.0892,-81.1144,Hotel Náutico de Paita
362,decatur,US,56.98,clear sky,39.8403,-88.9548,Haworth Cottage
363,matagami,CA,47.12,few clouds,49.7502,-77.6328,Motel Le Caribou
365,turukhansk,RU,25.65,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
366,port hedland,AU,75.25,overcast clouds,-20.3167,118.5667,The Esplanade Hotel
367,antofagasta,CL,65.48,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
368,pevek,RU,24.94,overcast clouds,69.7008,170.3133,Severnoye Zoloto
369,kiunga,PG,77.95,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
370,mineral wells,US,75.22,mist,32.8085,-98.1128,The Baker Hotel and Spa
371,san policarpo,PH,82.24,few clouds,12.1791,125.5072,Agapita M. Nicart
372,vila,PT,76.69,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
373,raudeberg,NO,48.87,scattered clouds,61.9875,5.1352,Nordre Silda.
374,roald,NO,50.92,clear sky,62.5833,6.1333,Flem Cabins
375,aklavik,CA,28.38,few clouds,68.2191,-135.0107,Aklavik Inn
376,saint-pierre,RE,82.08,broken clouds,-21.3393,55.4781,Alize Plage
377,talara,PE,68.76,clear sky,-4.5772,-81.2719,Hostal Oro Negro
378,gejiu,CN,59.7,overcast clouds,23.306,103.1635,Yixuanzhuang Banshan Guesthouse
379,sal rei,CV,77.2,few clouds,16.1833,-22.9167,Marine Club Beach Resort
381,teknaf,BD,83.43,broken clouds,20.8624,92.3058,Forestry Guesthouse
383,havoysund,NO,35.83,overcast clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
385,portsmouth,GB,68.13,scattered clouds,50.799,-1.0913,Royal Beach Hotel
387,ornskoldsvik,SE,49.15,scattered clouds,63.2909,18.7153,ファーストホテル スタット
388,rawson,AR,68.11,overcast clouds,-43.3002,-65.1023,Hosteria Sampedro
389,samarai,PG,82.67,overcast clouds,-10.6167,150.6667,Nuli Sapi
390,kolpashevo,RU,41.04,clear sky,58.3131,82.9089,Gostinitsa Legenda
391,pangnirtung,CA,22.86,clear sky,66.1451,-65.7125,Kilabuk Lodge
392,cap-aux-meules,CA,37.17,clear sky,47.3821,-61.8597,Château Madelinot
393,ust-ishim,RU,59.77,overcast clouds,57.6935,71.1665,"Velichko T.p., Gostinitsa"
394,bengkulu,ID,80.46,broken clouds,-3.8004,102.2655,Grage Hotel Bengkulu
396,coihaique,CL,43.9,few clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
397,sumbe,AO,82.4,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
398,nongstoin,IN,65.19,few clouds,25.5167,91.2667,P.W.D. Inspection Bungalow
399,biak,ID,78.53,overcast clouds,-0.9131,122.8766,Penginapan Kim
400,korcula,HR,65.71,scattered clouds,42.9622,17.1369,Marko Polo Hotel by Aminess
402,tutoia,BR,80.83,overcast clouds,-2.7619,-42.2744,Pousada Guará's
403,williams lake,CA,33.87,broken clouds,52.1415,-122.1445,Stampeder Motel
405,mao,ES,72.16,few clouds,39.8885,4.2658,ARTIEM Capri
407,olot,ES,75.79,broken clouds,42.181,2.4901,Hotel Riu Fluvià
408,nichinan,JP,65.44,overcast clouds,31.6,131.3667,Guest House Aki
409,catuday,PH,83.05,broken clouds,16.2923,119.8062,Benjie's Kubo & Cottages
410,sao jose da coroa grande,BR,81.52,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
411,grand gaube,MU,79.38,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
412,sakakah,SA,81.72,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
413,hay river,CA,33.46,snow,60.8156,-115.7999,Ptarmigan Inn
414,oriximina,BR,73.47,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
415,suclayin,PH,78.82,broken clouds,15.7568,121.5503,Costa Pacifica
416,abdulino,RU,59.65,overcast clouds,53.7,53.6667,Hotel Lazur
417,camacha,PT,63.82,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
418,oktyabrskoye,RU,44.74,overcast clouds,43.0645,44.7417,Prolesok Mini-hotel
419,habiganj,BD,88.57,clear sky,24.3833,91.4167,উত্তর শৈলজুড়া (গয়েবপুর)
421,santa cruz,BO,78.85,few clouds,-17.8,-63.1667,Aviador Hotel Boutique
422,fort nelson,CA,33.39,light snow,58.8053,-122.7002,The Fort Nelson Hotel
423,vila do maio,CV,79.59,few clouds,15.1333,-23.2167,Hotel Marilu
424,arkhangelsk,RU,42.91,scattered clouds,64.5401,40.5433,DVINA HOTEL
425,mount isa,AU,71.37,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
427,luganville,VU,77.63,scattered clouds,-15.5333,167.1667,The Espiritu Hotel
429,alibag,IN,87.87,few clouds,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
430,port macquarie,AU,48.88,clear sky,-31.4333,152.9167,Rydges Port Macquarie
431,banepa,NP,68.32,broken clouds,27.6298,85.5214,Dhulikhel Lodge Resort
432,fukue,JP,63.57,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
434,shimoda,JP,61.11,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
